nim,kode,sks,harga,grup,nilai,semester,th_ajaran
01140033,FI2053,3,3,B,B-,GASAL,2014/2015
01140034,FI2053,3,3,B,C+,GASAL,2014/2015
01140035,FI2053,3,3,B,B,GASAL,2014/2015
01140036,FI2053,3,3,B,B-,GASAL,2014/2015
01140037,FI2053,3,3,B,C+,GASAL,2014/2015
01140038,FI2053,3,3,B,B-,GASAL,2014/2015
01140039,FI2053,3,3,B,C,GASAL,2014/2015
01140040,FI2053,3,3,B,C+,GASAL,2014/2015
01140041,FI2053,3,3,B,B-,GASAL,2014/2015
01140042,FI2053,3,3,B,B-,GASAL,2014/2015
01140043,FI2053,3,3,B,C+,GASAL,2014/2015
01140044,FI2053,3,3,B,C+,GASAL,2014/2015
01140045,FI2053,3,3,B,C+,GASAL,2014/2015
01140046,FI2053,3,3,B,B-,GASAL,2014/2015
01120004,FI4033,3,3,A,A-,GASAL,2014/2015
01120006,FI5023,3,3,B,A,GASAL,2014/2015
01120006,FI2083,3,3,A,A-,GASAL,2014/2015
01120001,FI4033,3,3,A,B+,GASAL,2014/2015
01120020,FI3113,3,3,A,A-,GASAL,2014/2015
01120023,FI4033,3,3,A,B+,GASAL,2014/2015
01120011,FI4033,3,3,A,A-,GASAL,2014/2015
01120015,FI5113,3,3,A,B+,GASAL,2014/2015
01120006,FI4033,3,3,A,A-,GASAL,2014/2015
01120009,FI4033,3,3,A,B+,GASAL,2014/2015
01120007,FI3113,3,3,A,B+,GASAL,2014/2015
01120005,FI3113,3,3,A,B+,GASAL,2014/2015
01120024,FI2083,3,3,A,A-,GASAL,2014/2015
01120014,FI4033,3,3,A,B+,GASAL,2014/2015
01120020,FI4033,3,3,A,B+,GASAL,2014/2015
01120005,FI4033,3,3,A,A-,GASAL,2014/2015
01120007,FI4033,3,3,A,B+,GASAL,2014/2015
01120010,FI3113,3,3,A,A-,GASAL,2014/2015
01120010,FI4033,3,3,A,A-,GASAL,2014/2015
01120001,FI5113,3,3,A,B+,GASAL,2014/2015
01120011,FI5113,3,3,A,A-,GASAL,2014/2015
01120024,FI4033,3,3,A,B+,GASAL,2014/2015
01120006,FI3113,3,3,A,A-,GASAL,2014/2015
01120005,FI5113,3,3,A,B-,GASAL,2014/2015
01120020,FI5113,3,3,A,A-,GASAL,2014/2015
01120017,FI2083,3,3,A,A,GASAL,2014/2015
01120001,FI3113,3,3,A,B+,GASAL,2014/2015
01120004,FI5113,3,3,A,A-,GASAL,2014/2015
01120017,FI3113,3,3,A,A-,GASAL,2014/2015
01140001,FI1013,3,3,A,B+,GASAL,2014/2015
01140002,FI1013,3,3,A,A-,GASAL,2014/2015
01140003,FI1013,3,3,A,B+,GASAL,2014/2015
01140004,FI1013,3,3,A,A-,GASAL,2014/2015
01140005,FI1013,3,3,A,B+,GASAL,2014/2015
01140006,FI1013,3,3,A,A-,GASAL,2014/2015
01140007,FI1013,3,3,A,A,GASAL,2014/2015
01140008,FI1013,3,3,A,B+,GASAL,2014/2015
01140009,FI1013,3,3,A,B+,GASAL,2014/2015
01140010,FI1013,3,3,A,A-,GASAL,2014/2015
01140011,FI1013,3,3,A,B+,GASAL,2014/2015
01140012,FI1013,3,3,A,B+,GASAL,2014/2015
01140013,FI1013,3,3,A,B,GASAL,2014/2015
01140014,FI1013,3,3,A,A-,GASAL,2014/2015
01140015,FI1013,3,3,A,A-,GASAL,2014/2015
01140016,FI1013,3,3,A,B,GASAL,2014/2015
01140017,FI1013,3,3,A,B,GASAL,2014/2015
01140018,FI1013,3,3,A,B,GASAL,2014/2015
01140019,FI1013,3,3,A,B,GASAL,2014/2015
01140020,FI1013,3,3,A,A-,GASAL,2014/2015
01140021,FI1013,3,3,A,B,GASAL,2014/2015
01140022,FI1013,3,3,A,A-,GASAL,2014/2015
01140023,FI1013,3,3,A,B,GASAL,2014/2015
01140024,FI1013,3,3,A,B,GASAL,2014/2015
01140025,FI1013,3,3,A,A,GASAL,2014/2015
01140026,FI1013,3,3,A,B+,GASAL,2014/2015
01140027,FI1013,3,3,A,B+,GASAL,2014/2015
01140028,FI1013,3,3,A,A,GASAL,2014/2015
01140029,FI1013,3,3,A,A-,GASAL,2014/2015
01140030,FI1013,3,3,A,B,GASAL,2014/2015
01140031,FI1013,3,3,A,B,GASAL,2014/2015
01140032,FI1013,3,3,A,A,GASAL,2014/2015
01140033,FI1013,3,3,A,A-,GASAL,2014/2015
01140034,FI1013,3,3,A,A-,GASAL,2014/2015
01140035,FI1013,3,3,A,B+,GASAL,2014/2015
01140036,FI1013,3,3,A,B+,GASAL,2014/2015
01140037,FI1013,3,3,A,B+,GASAL,2014/2015
01140038,FI1013,3,3,A,B,GASAL,2014/2015
01140039,FI1013,3,3,A,B,GASAL,2014/2015
01140040,FI1013,3,3,A,B,GASAL,2014/2015
01140041,FI1013,3,3,A,B+,GASAL,2014/2015
01140042,FI1013,3,3,A,A-,GASAL,2014/2015
01140043,FI1013,3,3,A,B+,GASAL,2014/2015
01140044,FI1013,3,3,A,B+,GASAL,2014/2015
01140045,FI1013,3,3,A,A-,GASAL,2014/2015
01140046,FI1013,3,3,A,A-,GASAL,2014/2015
01120009,FI3113,3,3,A,A-,GASAL,2014/2015
01120014,FI5113,3,3,A,A,GASAL,2014/2015
01120021,FI4033,3,3,A,B+,GASAL,2014/2015
01120010,FI5113,3,3,A,A,GASAL,2014/2015
01120024,FI3113,3,3,A,B,GASAL,2014/2015
01120015,FI4033,3,3,A,B+,GASAL,2014/2015
01120017,FI4033,3,3,A,A-,GASAL,2014/2015
01120016,FI2083,3,3,A,B,GASAL,2014/2015
01120014,FI3113,3,3,A,B+,GASAL,2014/2015
01120017,FI5023,3,3,B,A-,GASAL,2014/2015
01120015,FI3113,3,3,A,B+,GASAL,2014/2015
01120008,FI5113,3,3,A,B-,GASAL,2014/2015
01120022,FI4033,3,3,A,B+,GASAL,2014/2015
01120011,FI3113,3,3,A,B,GASAL,2014/2015
01120008,FI4033,3,3,A,B+,GASAL,2014/2015
01120022,FI5113,3,3,A,A-,GASAL,2014/2015
01120009,FI5113,3,3,A,A-,GASAL,2014/2015
01120016,FI4033,3,3,A,B+,GASAL,2014/2015
01120021,FI5113,3,3,A,A,GASAL,2014/2015
01120021,FI3113,3,3,A,B,GASAL,2014/2015
01120004,FI3113,3,3,A,B+,GASAL,2014/2015
01120022,FI3113,3,3,A,B+,GASAL,2014/2015
01140015,FI1062,2,2,A,A,GASAL,2014/2015
01140038,FI1062,2,2,A,A-,GASAL,2014/2015
01140016,FI1062,2,2,A,A,GASAL,2014/2015
01140012,FI1062,2,2,A,A,GASAL,2014/2015
01140018,FI1062,2,2,A,A,GASAL,2014/2015
01140003,FI1062,2,2,A,B+,GASAL,2014/2015
01140037,FI1062,2,2,A,B-,GASAL,2014/2015
01140011,FI1062,2,2,A,A-,GASAL,2014/2015
01140045,FI1062,2,2,A,D,GASAL,2014/2015
01140041,FI1062,2,2,A,C,GASAL,2014/2015
01140017,FI1062,2,2,A,E,GASAL,2014/2015
01140024,FI1062,2,2,A,C,GASAL,2014/2015
01140032,FI1062,2,2,A,E,GASAL,2014/2015
01140020,FI1062,2,2,A,E,GASAL,2014/2015
01140007,FI1062,2,2,A,C,GASAL,2014/2015
01120023,FI3113,3,3,A,B,GASAL,2014/2015
01120008,FI3113,3,3,A,A-,GASAL,2014/2015
01120010,FI4023,3,3,A,B-,GASAL,2014/2015
01120016,FI3113,3,3,A,B,GASAL,2014/2015
01120023,FI5113,3,3,A,B,GASAL,2014/2015
01120006,FI1053,3,3,A,B+,GASAL,2014/2015
01120020,FI1053,3,3,A,B+,GASAL,2014/2015
01120009,FI1053,3,3,A,B+,GASAL,2014/2015
01120014,FI1053,3,3,A,B+,GASAL,2014/2015
01120015,FI1053,3,3,A,B,GASAL,2014/2015
01120011,FI1053,3,3,A,B-,GASAL,2014/2015
01120005,FI5023,3,3,B,B+,GASAL,2014/2015
01120004,FI5023,3,3,B,B+,GASAL,2014/2015
01120021,FI1053,3,3,A,B,GASAL,2014/2015
01120017,FI1053,3,3,A,A-,GASAL,2014/2015
01120001,FI1053,3,3,A,B+,GASAL,2014/2015
01120023,FI5023,3,3,B,B+,GASAL,2014/2015
01120014,FI5023,3,3,B,B+,GASAL,2014/2015
01120007,FI5023,3,3,B,B,GASAL,2014/2015
01120004,FI1053,3,3,A,B+,GASAL,2014/2015
01120024,FI5023,3,3,B,B+,GASAL,2014/2015
01120015,FI5023,3,3,B,B+,GASAL,2014/2015
01120001,FI5023,3,3,B,B+,GASAL,2014/2015
01120016,FI5023,3,3,B,B,GASAL,2014/2015
01120009,FI5023,3,3,B,B+,GASAL,2014/2015
01120010,FI5023,3,3,B,A-,GASAL,2014/2015
01120020,FI5023,3,3,B,A-,GASAL,2014/2015
01120008,FI5023,3,3,B,B+,GASAL,2014/2015
01120023,FI1053,3,3,A,B,GASAL,2014/2015
01120024,FI1053,3,3,A,B-,GASAL,2014/2015
01120022,FI5023,3,3,B,B+,GASAL,2014/2015
01120005,FI1053,3,3,A,B+,GASAL,2014/2015
01120008,FI1053,3,3,A,B,GASAL,2014/2015
01120006,FI5113,3,3,A,C+,GASAL,2014/2015
01120007,FI1053,3,3,A,B-,GASAL,2014/2015
01120016,FI5113,3,3,A,B,GASAL,2014/2015
01120017,FI5113,3,3,A,A,GASAL,2014/2015
01140026,FI1062,2,2,A,C,GASAL,2014/2015
01140036,FI1062,2,2,A,B-,GASAL,2014/2015
01140025,FI1062,2,2,A,B+,GASAL,2014/2015
01140021,FI1062,2,2,A,E,GASAL,2014/2015
01140023,FI1062,2,2,A,E,GASAL,2014/2015
01140044,FI1062,2,2,A,C,GASAL,2014/2015
01140035,FI1062,2,2,A,E,GASAL,2014/2015
01140022,FI1062,2,2,A,B,GASAL,2014/2015
01120013,FI1053,3,3,A,B,GASAL,2014/2015
01120013,FI4033,3,3,A,B+,GASAL,2014/2015
01140028,FI1062,2,2,B,A,GASAL,2014/2015
01140019,FI1062,2,2,B,A-,GASAL,2014/2015
01140010,FI1062,2,2,B,A,GASAL,2014/2015
01140008,FI1062,2,2,B,C+,GASAL,2014/2015
01140004,FI1062,2,2,B,C+,GASAL,2014/2015
01140001,FI1062,2,2,B,D,GASAL,2014/2015
01140005,FI1062,2,2,B,B+,GASAL,2014/2015
01140042,FI1062,2,2,B,B,GASAL,2014/2015
01120013,FI5023,3,3,B,B,GASAL,2014/2015
01120016,FI1053,3,3,A,B-,GASAL,2014/2015
01120013,FI5113,3,3,A,B,GASAL,2014/2015
01120022,FI1053,3,3,A,B,GASAL,2014/2015
01120019,FI5023,3,3,B,B+,GASAL,2014/2015
01120010,FI1053,3,3,A,B,GASAL,2014/2015
01120019,FI1053,3,3,A,B+,GASAL,2014/2015
01120019,FI3113,3,3,A,A-,GASAL,2014/2015
01120013,FI3113,3,3,A,B,GASAL,2014/2015
01120019,FI4033,3,3,A,A-,GASAL,2014/2015
01120019,FI5113,3,3,A,B-,GASAL,2014/2015
01140013,FI1062,2,2,B,C+,GASAL,2014/2015
01140046,FI1062,2,2,B,B-,GASAL,2014/2015
01140006,FI1062,2,2,B,B-,GASAL,2014/2015
01140029,FI1062,2,2,B,B+,GASAL,2014/2015
01140002,FI1062,2,2,B,C,GASAL,2014/2015
01140027,FI1062,2,2,B,E,GASAL,2014/2015
01140009,FI1062,2,2,B,E,GASAL,2014/2015
01140034,FI1062,2,2,B,B-,GASAL,2014/2015
01140033,FI1062,2,2,B,C,GASAL,2014/2015
01140040,FI1062,2,2,B,B-,GASAL,2014/2015
01140014,FI1062,2,2,B,C,GASAL,2014/2015
01140030,FI1062,2,2,B,E,GASAL,2014/2015
01140043,FI1062,2,2,B,E,GASAL,2014/2015
01140031,FI1062,2,2,B,E,GASAL,2014/2015
01140039,FI1062,2,2,B,E,GASAL,2014/2015
01120042,FI5023,3,3,B,A-,GASAL,2014/2015
01120042,FI1053,3,3,A,B+,GASAL,2014/2015
01120026,FI1053,3,3,A,B,GASAL,2014/2015
01120042,FI3113,3,3,A,B+,GASAL,2014/2015
01120042,FI2083,3,3,A,A,GASAL,2014/2015
01120025,FI2083,3,3,A,A-,GASAL,2014/2015
01120046,FI1053,3,3,A,B+,GASAL,2014/2015
01120037,FI1053,3,3,A,A-,GASAL,2014/2015
01120042,FI4033,3,3,A,A-,GASAL,2014/2015
01120040,FI1053,3,3,A,B+,GASAL,2014/2015
01120034,FI5023,3,3,B,B+,GASAL,2014/2015
01120030,FI5023,3,3,B,A,GASAL,2014/2015
01120028,FI5023,3,3,B,A-,GASAL,2014/2015
01120029,FI1053,3,3,A,B,GASAL,2014/2015
01120025,FI2093,3,3,A,B-,GASAL,2014/2015
01120030,FI1053,3,3,A,B+,GASAL,2014/2015
01120033,FI1053,3,3,A,B+,GASAL,2014/2015
01120039,FI1053,3,3,A,B,GASAL,2014/2015
01120042,FI5113,3,3,A,A,GASAL,2014/2015
01120040,FI5023,3,3,B,B,GASAL,2014/2015
01120045,FI1053,3,3,A,B,GASAL,2014/2015
01120043,FI5023,3,3,B,B+,GASAL,2014/2015
01120028,FI1053,3,3,A,B,GASAL,2014/2015
01140001,FI1033,3,3,A,B,GASAL,2014/2015
01140002,FI1033,3,3,A,B+,GASAL,2014/2015
01140003,FI1033,3,3,A,A-,GASAL,2014/2015
01140004,FI1033,3,3,A,B,GASAL,2014/2015
01140005,FI1033,3,3,A,B,GASAL,2014/2015
01140006,FI1033,3,3,A,B,GASAL,2014/2015
01140007,FI1033,3,3,A,B+,GASAL,2014/2015
01140008,FI1033,3,3,A,B-,GASAL,2014/2015
01140009,FI1033,3,3,A,B-,GASAL,2014/2015
01140010,FI1033,3,3,A,A-,GASAL,2014/2015
01140011,FI1033,3,3,A,B-,GASAL,2014/2015
01140012,FI1033,3,3,A,B+,GASAL,2014/2015
01140013,FI1033,3,3,A,B,GASAL,2014/2015
01140014,FI1033,3,3,A,B,GASAL,2014/2015
01140015,FI1033,3,3,A,A,GASAL,2014/2015
01140016,FI1033,3,3,A,A-,GASAL,2014/2015
01140017,FI1033,3,3,A,B-,GASAL,2014/2015
01140018,FI1033,3,3,A,B+,GASAL,2014/2015
01140019,FI1033,3,3,A,B+,GASAL,2014/2015
01140020,FI1033,3,3,A,B-,GASAL,2014/2015
01140021,FI1033,3,3,A,B-,GASAL,2014/2015
01140022,FI1033,3,3,A,B,GASAL,2014/2015
01140023,FI1033,3,3,A,B,GASAL,2014/2015
01140024,FI1033,3,3,A,B-,GASAL,2014/2015
01140025,FI1033,3,3,A,B,GASAL,2014/2015
01140026,FI1033,3,3,A,B-,GASAL,2014/2015
01140027,FI1033,3,3,A,B-,GASAL,2014/2015
01140028,FI1033,3,3,A,A,GASAL,2014/2015
01140029,FI1033,3,3,A,A-,GASAL,2014/2015
01140030,FI1033,3,3,A,B,GASAL,2014/2015
01140031,FI1033,3,3,A,B-,GASAL,2014/2015
01140032,FI1033,3,3,A,B-,GASAL,2014/2015
01140033,FI1033,3,3,A,B-,GASAL,2014/2015
01140034,FI1033,3,3,A,B-,GASAL,2014/2015
01140035,FI1033,3,3,A,B,GASAL,2014/2015
01140036,FI1033,3,3,A,B-,GASAL,2014/2015
01140037,FI1033,3,3,A,B-,GASAL,2014/2015
01140038,FI1033,3,3,A,B,GASAL,2014/2015
01140039,FI1033,3,3,A,C+,GASAL,2014/2015
01140040,FI1033,3,3,A,A-,GASAL,2014/2015
01140041,FI1033,3,3,A,B+,GASAL,2014/2015
01140042,FI1033,3,3,A,B+,GASAL,2014/2015
01140043,FI1033,3,3,A,B-,GASAL,2014/2015
01140044,FI1033,3,3,A,B-,GASAL,2014/2015
01140045,FI1033,3,3,A,B-,GASAL,2014/2015
01140046,FI1033,3,3,A,B+,GASAL,2014/2015
01120031,FI4033,3,3,A,B+,GASAL,2014/2015
01120030,FI3113,3,3,A,A-,GASAL,2014/2015
01120029,FI4033,3,3,A,B+,GASAL,2014/2015
01120039,FI5023,3,3,B,B,GASAL,2014/2015
01120033,FI4033,3,3,A,A-,GASAL,2014/2015
01120032,FI5113,3,3,A,B+,GASAL,2014/2015
01120025,FI4033,3,3,A,A-,GASAL,2014/2015
01120034,FI1053,3,3,A,B,GASAL,2014/2015
01120030,FI4033,3,3,A,A-,GASAL,2014/2015
01120040,FI3113,3,3,A,B+,GASAL,2014/2015
01120046,FI3113,3,3,A,B+,GASAL,2014/2015
01120036,FI5023,3,3,B,B,GASAL,2014/2015
01120043,FI4033,3,3,A,A-,GASAL,2014/2015
01120034,FI4033,3,3,A,A-,GASAL,2014/2015
01120032,FI1053,3,3,A,B+,GASAL,2014/2015
01120031,FI5023,3,3,B,B,GASAL,2014/2015
01120028,FI5113,3,3,A,A,GASAL,2014/2015
01120039,FI3113,3,3,A,A-,GASAL,2014/2015
01120030,FI5113,3,3,A,A,GASAL,2014/2015
01120043,FI3113,3,3,A,A-,GASAL,2014/2015
01120048,FI5113,3,3,A,F,GASAL,2014/2015
01120046,FI5023,3,3,B,B+,GASAL,2014/2015
01120040,FI4033,3,3,A,B+,GASAL,2014/2015
01120032,FI4033,3,3,A,B+,GASAL,2014/2015
01120029,FI5113,3,3,A,B+,GASAL,2014/2015
01120045,FI5023,3,3,B,B,GASAL,2014/2015
01120031,FI1053,3,3,A,B+,GASAL,2014/2015
01120025,FI1053,3,3,A,B-,GASAL,2014/2015
01120036,FI5113,3,3,A,B+,GASAL,2014/2015
01120034,FI5113,3,3,A,B+,GASAL,2014/2015
01120026,FI3113,3,3,A,B+,GASAL,2014/2015
01120033,FI3113,3,3,A,B,GASAL,2014/2015
01120029,FI3113,3,3,A,B+,GASAL,2014/2015
01120048,FI1053,3,3,A,E,GASAL,2014/2015
01120040,FI5113,3,3,A,B+,GASAL,2014/2015
01120028,FI4023,3,3,A,C+,GASAL,2014/2015
01120032,FI5023,3,3,B,B+,GASAL,2014/2015
01120025,FI5023,3,3,B,B+,GASAL,2014/2015
01120039,FI4033,3,3,A,B+,GASAL,2014/2015
01120031,FI3113,3,3,A,B,GASAL,2014/2015
01120046,FI4033,3,3,A,B+,GASAL,2014/2015
01120037,FI3113,3,3,A,A-,GASAL,2014/2015
01120029,FI5023,3,3,B,B,GASAL,2014/2015
01120045,FI4033,3,3,A,B+,GASAL,2014/2015
01120034,FI3113,3,3,A,B+,GASAL,2014/2015
01120028,FI3113,3,3,A,B,GASAL,2014/2015
01120031,FI2093,3,3,A,B-,GASAL,2014/2015
01120026,FI4033,3,3,A,A-,GASAL,2014/2015
01120036,FI3113,3,3,A,B+,GASAL,2014/2015
01120046,FI5113,3,3,A,A,GASAL,2014/2015
01120025,FI3113,3,3,A,B+,GASAL,2014/2015
01120048,FI3113,3,3,A,F,GASAL,2014/2015
01120033,FI5113,3,3,A,B+,GASAL,2014/2015
01120037,FI4033,3,3,A,A-,GASAL,2014/2015
01120032,FI3113,3,3,A,A-,GASAL,2014/2015
01120045,FI3113,3,3,A,B+,GASAL,2014/2015
01120037,FI5023,3,3,B,B+,GASAL,2014/2015
01120026,FI5023,3,3,B,B+,GASAL,2014/2015
01120028,FI4033,3,3,A,A-,GASAL,2014/2015
01120025,FI5113,3,3,A,B,GASAL,2014/2015
01120043,FI5113,3,3,A,A-,GASAL,2014/2015
01120039,FI5113,3,3,A,B+,GASAL,2014/2015
01120043,FI1053,3,3,A,B-,GASAL,2014/2015
01120037,FI5113,3,3,A,A-,GASAL,2014/2015
01120026,FI5113,3,3,A,B+,GASAL,2014/2015
01140001,FI3063,3,3,A,B,GASAL,2014/2015
01140002,FI3063,3,3,A,B+,GASAL,2014/2015
01140003,FI3063,3,3,A,A-,GASAL,2014/2015
01140004,FI3063,3,3,A,B,GASAL,2014/2015
01140005,FI3063,3,3,A,B+,GASAL,2014/2015
01140006,FI3063,3,3,A,B,GASAL,2014/2015
01140007,FI3063,3,3,A,B+,GASAL,2014/2015
01140008,FI3063,3,3,A,B-,GASAL,2014/2015
01140009,FI3063,3,3,A,B,GASAL,2014/2015
01140010,FI3063,3,3,A,B,GASAL,2014/2015
01140011,FI3063,3,3,A,B,GASAL,2014/2015
01140012,FI3063,3,3,A,B+,GASAL,2014/2015
01140013,FI3063,3,3,A,B,GASAL,2014/2015
01140014,FI3063,3,3,A,C+,GASAL,2014/2015
01140015,FI3063,3,3,A,A-,GASAL,2014/2015
01140016,FI3063,3,3,A,C+,GASAL,2014/2015
01140017,FI3063,3,3,A,C+,GASAL,2014/2015
01140018,FI3063,3,3,A,B-,GASAL,2014/2015
01140019,FI3063,3,3,A,B,GASAL,2014/2015
01140020,FI3063,3,3,A,C+,GASAL,2014/2015
01140021,FI3063,3,3,A,C+,GASAL,2014/2015
01140022,FI3063,3,3,A,C+,GASAL,2014/2015
01140023,FI3063,3,3,A,B-,GASAL,2014/2015
01140024,FI3063,3,3,A,B-,GASAL,2014/2015
01140025,FI3063,3,3,A,B,GASAL,2014/2015
01140026,FI3063,3,3,A,B-,GASAL,2014/2015
01140027,FI3063,3,3,A,C+,GASAL,2014/2015
01140028,FI3063,3,3,A,A-,GASAL,2014/2015
01140029,FI3063,3,3,A,B,GASAL,2014/2015
01140030,FI3063,3,3,A,B-,GASAL,2014/2015
01140031,FI3063,3,3,A,B-,GASAL,2014/2015
01140032,FI3063,3,3,A,B,GASAL,2014/2015
01140033,FI3063,3,3,A,B-,GASAL,2014/2015
01140034,FI3063,3,3,A,B,GASAL,2014/2015
01140035,FI3063,3,3,A,B+,GASAL,2014/2015
01140036,FI3063,3,3,A,B+,GASAL,2014/2015
01140037,FI3063,3,3,A,B+,GASAL,2014/2015
01140038,FI3063,3,3,A,B,GASAL,2014/2015
01140039,FI3063,3,3,A,B,GASAL,2014/2015
01140040,FI3063,3,3,A,B+,GASAL,2014/2015
01140041,FI3063,3,3,A,B,GASAL,2014/2015
01140042,FI3063,3,3,A,B,GASAL,2014/2015
01140043,FI3063,3,3,A,C+,GASAL,2014/2015
01140044,FI3063,3,3,A,B-,GASAL,2014/2015
01140045,FI3063,3,3,A,B-,GASAL,2014/2015
01140046,FI3063,3,3,A,B,GASAL,2014/2015
01120036,FI4033,3,3,A,B+,GASAL,2014/2015
01120036,FI1053,3,3,A,B+,GASAL,2014/2015
01120045,FI5113,3,3,A,B,GASAL,2014/2015
01120031,FI5113,3,3,A,B+,GASAL,2014/2015
01120044,FI3113,3,3,A,E,GASAL,2014/2015
01120044,FI5023,3,3,B,D,GASAL,2014/2015
01120044,FI4033,3,3,A,E,GASAL,2014/2015
01120044,FI1053,3,3,A,E,GASAL,2014/2015
01140001,FI3013,3,3,A,A-,GASAL,2014/2015
01140002,FI3013,3,3,A,A-,GASAL,2014/2015
01140003,FI3013,3,3,A,B,GASAL,2014/2015
01140004,FI3013,3,3,A,A-,GASAL,2014/2015
01140005,FI3013,3,3,A,A-,GASAL,2014/2015
01140006,FI3013,3,3,A,B+,GASAL,2014/2015
01140007,FI3013,3,3,A,B+,GASAL,2014/2015
01140008,FI3013,3,3,A,B+,GASAL,2014/2015
01140009,FI3013,3,3,A,B+,GASAL,2014/2015
01140010,FI3013,3,3,A,A-,GASAL,2014/2015
01140011,FI3013,3,3,A,B+,GASAL,2014/2015
01140012,FI3013,3,3,A,A-,GASAL,2014/2015
01140013,FI3013,3,3,A,B+,GASAL,2014/2015
01140014,FI3013,3,3,A,B+,GASAL,2014/2015
01140015,FI3013,3,3,A,A,GASAL,2014/2015
01140016,FI3013,3,3,A,B+,GASAL,2014/2015
01140017,FI3013,3,3,A,B,GASAL,2014/2015
01140018,FI3013,3,3,A,A-,GASAL,2014/2015
01140019,FI3013,3,3,A,B+,GASAL,2014/2015
01140020,FI3013,3,3,A,B+,GASAL,2014/2015
01140021,FI3013,3,3,A,B+,GASAL,2014/2015
01140022,FI3013,3,3,A,B+,GASAL,2014/2015
01140023,FI3013,3,3,A,B+,GASAL,2014/2015
01140024,FI3013,3,3,A,B+,GASAL,2014/2015
01140025,FI3013,3,3,A,A-,GASAL,2014/2015
01140026,FI3013,3,3,A,A-,GASAL,2014/2015
01140027,FI3013,3,3,A,A-,GASAL,2014/2015
01140028,FI3013,3,3,A,A-,GASAL,2014/2015
01140029,FI3013,3,3,A,B+,GASAL,2014/2015
01140030,FI3013,3,3,A,B-,GASAL,2014/2015
01140031,FI3013,3,3,A,B+,GASAL,2014/2015
01140032,FI3013,3,3,A,A-,GASAL,2014/2015
01140033,FI3013,3,3,A,B+,GASAL,2014/2015
01140034,FI3013,3,3,A,B+,GASAL,2014/2015
01140035,FI3013,3,3,A,A-,GASAL,2014/2015
01140036,FI3013,3,3,A,B+,GASAL,2014/2015
01140037,FI3013,3,3,A,B+,GASAL,2014/2015
01140038,FI3013,3,3,A,B+,GASAL,2014/2015
01140039,FI3013,3,3,A,B,GASAL,2014/2015
01140040,FI3013,3,3,A,B+,GASAL,2014/2015
01140041,FI3013,3,3,A,A-,GASAL,2014/2015
01140042,FI3013,3,3,A,B+,GASAL,2014/2015
01140043,FI3013,3,3,A,A-,GASAL,2014/2015
01140044,FI3013,3,3,A,B+,GASAL,2014/2015
01140045,FI3013,3,3,A,B+,GASAL,2014/2015
01140046,FI3013,3,3,A,A-,GASAL,2014/2015
01120041,FI1053,3,3,A,B+,GASAL,2014/2015
01120044,FI5113,3,3,A,C+,GASAL,2014/2015
01120041,FI4033,3,3,A,A-,GASAL,2014/2015
01120041,FI5023,3,3,B,B+,GASAL,2014/2015
01120041,FI3113,3,3,A,A-,GASAL,2014/2015
01120041,FI5113,3,3,A,A-,GASAL,2014/2015
01130012,FI3013,3,3,B,A-,GASAL,2014/2015
01110010,FI4033,3,3,B,B+,GASAL,2014/2015
01110016,FI4023,3,3,A,B-,GASAL,2014/2015
01110020,FI4023,3,3,A,B,GASAL,2014/2015
01110010,FI4023,3,3,B,B,GASAL,2014/2015
01110013,FI4023,3,3,A,B,GASAL,2014/2015
01110003,FI4023,3,3,A,B+,GASAL,2014/2015
01110015,FI4023,3,3,A,A-,GASAL,2014/2015
01110007,FI4023,3,3,B,A,GASAL,2014/2015
01110020,FI4033,3,3,B,A-,GASAL,2014/2015
01110003,FI4043,3,3,A,B+,GASAL,2014/2015
01110013,FI4033,3,3,B,B+,GASAL,2014/2015
01110015,FI4033,3,3,B,A-,GASAL,2014/2015
01110016,FI4033,3,3,B,B+,GASAL,2014/2015
01110013,FI4043,3,3,A,B,GASAL,2014/2015
01110003,FI5023,3,3,A,A-,GASAL,2014/2015
01110005,FI4033,3,3,B,B+,GASAL,2014/2015
01110010,FI5023,3,3,A,B,GASAL,2014/2015
01110007,FI5023,3,3,A,B+,GASAL,2014/2015
01110013,FI5023,3,3,A,B,GASAL,2014/2015
01110020,FI5023,3,3,A,B,GASAL,2014/2015
01110011,FI5023,3,3,A,B+,GASAL,2014/2015
01110016,FI5113,3,3,B,T,GASAL,2014/2015
01110013,FI5033,3,3,A,B-,GASAL,2014/2015
01110018,FI5023,3,3,A,B,GASAL,2014/2015
01110015,FI5023,3,3,A,B+,GASAL,2014/2015
01110004,FI4023,3,3,A,A-,GASAL,2014/2015
01110005,FI5023,3,3,A,B+,GASAL,2014/2015
01110010,FI4043,3,3,A,B,GASAL,2014/2015
01110020,FI4043,3,3,A,B+,GASAL,2014/2015
01110011,FI4023,3,3,B,B,GASAL,2014/2015
01110016,FI5023,3,3,A,B+,GASAL,2014/2015
01110013,FI5113,3,3,B,T,GASAL,2014/2015
01110008,FI4023,3,3,B,B+,GASAL,2014/2015
01110007,FI5113,3,3,B,T,GASAL,2014/2015
01110004,FI4043,3,3,A,A-,GASAL,2014/2015
01110018,FI5113,3,3,B,T,GASAL,2014/2015
01110015,FI5113,3,3,B,T,GASAL,2014/2015
01110020,FI5113,3,3,B,T,GASAL,2014/2015
01110021,FI4033,3,3,B,B+,GASAL,2014/2015
